"name","city","income","credit_score","loan_amount","years_employed","points","loan_approved","credit_category","employment_level","loan_to_income","debt_burden_category","high_loan"
"Lori Johns","New Stacybury",76898,455,23399,25,45,FALSE,"Poor","Mid (11-25 yrs)",0.30428619730032,"Moderate (20-40%)",FALSE
"Anita Reyes","South John",57535,456,28948,19,35,FALSE,"Poor","Mid (11-25 yrs)",0.503137220822108,"High (≥40%)",FALSE
"Erin Daniels","Lake Dillon",119399,507,10051,19,60,TRUE,"Poor","Mid (11-25 yrs)",0.0841799345053141,"Low (<20%)",FALSE
"Stephanie Browning","Forbesberg",62706,461,21807,4,30,FALSE,"Poor","Entry (0-10 yrs)",0.347765764041718,"Moderate (20-40%)",FALSE
"Tiffany Wilson","Maryberg",117416,330,21885,26,55,FALSE,"Poor","Senior (26+ yrs)",0.186388567145874,"Low (<20%)",FALSE
"Elizabeth Reese","Edwinborough",43473,409,9620,11,35,FALSE,"Poor","Mid (11-25 yrs)",0.22128677569986,"Moderate (20-40%)",FALSE
"William Jensen","New Jesse",76357,326,24544,5,40,FALSE,"Poor","Entry (0-10 yrs)",0.321437458255301,"Moderate (20-40%)",FALSE
"Karen Shaw","Josephstad",132251,488,26392,31,55,FALSE,"Poor","Senior (26+ yrs)",0.199559927713212,"Low (<20%)",FALSE
"Christopher Perez","Durantown",103385,576,28069,14,50,FALSE,"Poor","Mid (11-25 yrs)",0.271499734003966,"Moderate (20-40%)",FALSE
"Virginia Todd","East Saramouth",145885,801,46079,20,90,TRUE,"Excellent","Mid (11-25 yrs)",0.315858381601947,"Moderate (20-40%)",TRUE
"Stacy Patterson","New Jillfurt",144650,620,26831,39,70,TRUE,"Fair","Senior (26+ yrs)",0.185489111648807,"Low (<20%)",FALSE
"Laura Herrera","New Danielmouth",83264,343,17103,33,50,FALSE,"Poor","Senior (26+ yrs)",0.205406898539585,"Moderate (20-40%)",FALSE
"Victoria Williams","Blackton",111351,494,20082,28,55,FALSE,"Poor","Senior (26+ yrs)",0.18034862731363,"Low (<20%)",FALSE
"Eric Carey","Jacksonport",128235,355,46216,33,50,FALSE,"Poor","Senior (26+ yrs)",0.3604008266074,"Moderate (20-40%)",TRUE
"Julie Lucas","Lake Vincentburgh",50257,438,26760,26,35,FALSE,"Poor","Senior (26+ yrs)",0.532463139463159,"High (≥40%)",FALSE
"Alexander Chavez","South Christopher",61029,631,46332,10,50,FALSE,"Fair","Entry (0-10 yrs)",0.759180061937767,"High (≥40%)",TRUE
"Becky Wilson","Waltersland",143325,836,47352,24,90,TRUE,"Excellent","Mid (11-25 yrs)",0.330381998953428,"Moderate (20-40%)",TRUE
"Vanessa Salazar","South Andrea",51299,344,12199,21,45,FALSE,"Poor","Mid (11-25 yrs)",0.237801906469912,"Moderate (20-40%)",FALSE
"Mary Hernandez","East Kayla",134842,352,28497,19,55,FALSE,"Poor","Mid (11-25 yrs)",0.211336230551312,"Moderate (20-40%)",FALSE
"Randy Griffin","North Rachel",136269,507,1231,39,60,TRUE,"Poor","Senior (26+ yrs)",0.00903360265357491,"Low (<20%)",FALSE
"Alexandria Jimenez","Stephenstown",53206,805,16589,13,80,TRUE,"Excellent","Mid (11-25 yrs)",0.311788144194264,"Moderate (20-40%)",FALSE
"Karen Ortiz","New Carolbury",145528,584,41616,40,65,TRUE,"Fair","Senior (26+ yrs)",0.285965587378374,"Moderate (20-40%)",TRUE
"Samantha Williams","North Denise",84040,337,10527,2,40,FALSE,"Poor","Entry (0-10 yrs)",0.125261780104712,"Low (<20%)",FALSE
"Sara Evans","North Danielburgh",33248,465,45046,18,25,FALSE,"Poor","Mid (11-25 yrs)",1.35484841193455,"High (≥40%)",TRUE
"Melissa Larson","South Kara",53509,668,3348,5,60,TRUE,"Fair","Entry (0-10 yrs)",0.062568913640696,"Low (<20%)",FALSE
"Erica Merritt","Port Ronaldside",126542,366,20191,30,55,FALSE,"Poor","Senior (26+ yrs)",0.159559671887595,"Low (<20%)",FALSE
"Michael Hill","Warrenborough",73540,359,8163,36,45,FALSE,"Poor","Senior (26+ yrs)",0.111000815882513,"Low (<20%)",FALSE
"Lori Benitez","Ramseyport",132548,737,40901,20,75,TRUE,"Good","Mid (11-25 yrs)",0.308575006789993,"Moderate (20-40%)",TRUE
"Kenneth Hanson","New Anna",83964,832,48787,40,80,TRUE,"Excellent","Senior (26+ yrs)",0.581046639035777,"High (≥40%)",TRUE
"Dr. Stephen Hall IV","North David",135150,776,41990,7,80,TRUE,"Excellent","Entry (0-10 yrs)",0.310691823899371,"Moderate (20-40%)",TRUE
"Christine Gilbert","Gutierrezmouth",117806,658,37727,40,65,TRUE,"Fair","Senior (26+ yrs)",0.320246846510365,"Moderate (20-40%)",FALSE
"Martin Vaughn","Kristyport",143254,607,34206,35,70,TRUE,"Fair","Senior (26+ yrs)",0.238778672846831,"Moderate (20-40%)",FALSE
"Aaron Jennings","Randyshire",126345,329,12510,12,60,TRUE,"Poor","Mid (11-25 yrs)",0.0990146028730856,"Low (<20%)",FALSE
"George Chambers","Roblesberg",136266,793,11183,40,95,TRUE,"Excellent","Senior (26+ yrs)",0.0820674269443588,"Low (<20%)",FALSE
"Sean Huang","Bowerschester",62527,357,35149,19,35,FALSE,"Poor","Mid (11-25 yrs)",0.562141155021031,"High (≥40%)",FALSE
"Megan Peters","East Barbaramouth",64970,662,5339,9,60,TRUE,"Fair","Entry (0-10 yrs)",0.0821763891026628,"Low (<20%)",FALSE
"Andre Terrell","New Catherine",50866,491,40006,7,30,FALSE,"Poor","Entry (0-10 yrs)",0.786497857114772,"High (≥40%)",TRUE
"Nicole Thornton","Jenniferview",133202,723,6688,31,85,TRUE,"Good","Senior (26+ yrs)",0.0502094563144698,"Low (<20%)",FALSE
"Jacqueline Gallegos","Javierport",121917,479,8355,23,60,TRUE,"Poor","Mid (11-25 yrs)",0.0685302295824208,"Low (<20%)",FALSE
"Paula Gentry","Hunterfort",44168,812,11097,12,70,TRUE,"Excellent","Mid (11-25 yrs)",0.251245245426553,"Moderate (20-40%)",FALSE
"John Russo","Kimberlyberg",80140,400,34826,8,35,FALSE,"Poor","Entry (0-10 yrs)",0.434564512103818,"High (≥40%)",FALSE
"Andrew Hughes","North Larryton",144316,389,22842,29,55,FALSE,"Poor","Senior (26+ yrs)",0.158277668449791,"Low (<20%)",FALSE
"Ashley Miranda","Andrewport",35075,514,22029,12,25,FALSE,"Poor","Mid (11-25 yrs)",0.628054169636493,"High (≥40%)",FALSE
"Donald Flores","Lambertview",142537,452,11321,17,60,TRUE,"Poor","Mid (11-25 yrs)",0.0794249914057403,"Low (<20%)",FALSE
"Tyler Castro","East Amyside",91694,626,18763,9,60,TRUE,"Fair","Entry (0-10 yrs)",0.204626256897943,"Moderate (20-40%)",FALSE
"Regina Andrews","North Larry",59154,646,36427,28,50,FALSE,"Fair","Senior (26+ yrs)",0.615799438753085,"High (≥40%)",FALSE
"Allen Berger","North Patrickland",56158,736,26684,11,60,TRUE,"Good","Mid (11-25 yrs)",0.475159371772499,"High (≥40%)",FALSE
"Stephanie Soto","Jensenport",137031,640,13985,34,70,TRUE,"Fair","Senior (26+ yrs)",0.102057198736052,"Low (<20%)",FALSE
"Thomas Duran","North Lisa",90332,779,7374,29,90,TRUE,"Excellent","Senior (26+ yrs)",0.081632201213302,"Low (<20%)",FALSE
"Matthew Miranda","Hallbury",75830,447,41431,16,40,FALSE,"Poor","Mid (11-25 yrs)",0.546366873269155,"High (≥40%)",TRUE
"Jenna Lyons","Kristinamouth",70001,764,32949,1,55,FALSE,"Excellent","Entry (0-10 yrs)",0.470693275810346,"High (≥40%)",FALSE
"Brian Mendoza","West Katrina",137549,430,34288,6,50,FALSE,"Poor","Entry (0-10 yrs)",0.249278438956299,"Moderate (20-40%)",FALSE
"Miguel Rodriguez","Port Kevinmouth",134247,710,39701,26,75,TRUE,"Good","Senior (26+ yrs)",0.295731003299887,"Moderate (20-40%)",FALSE
"David Moore","Reyesmouth",144206,513,46485,37,50,FALSE,"Poor","Senior (26+ yrs)",0.322351358473295,"Moderate (20-40%)",TRUE
"William Bradley","Amybury",59831,477,44424,4,25,FALSE,"Poor","Entry (0-10 yrs)",0.742491350637629,"High (≥40%)",TRUE
"Michelle Copeland","New Caitlinmouth",59219,399,30177,11,35,FALSE,"Poor","Mid (11-25 yrs)",0.50958307300022,"High (≥40%)",FALSE
"Jared George","Murphyton",33101,392,15261,8,20,FALSE,"Poor","Entry (0-10 yrs)",0.461043473006858,"High (≥40%)",FALSE
"Stephanie Fields","Port Dwayneberg",116511,763,35816,18,85,TRUE,"Excellent","Mid (11-25 yrs)",0.307404451081872,"Moderate (20-40%)",FALSE
"Kenneth Gonzalez","Kevinport",55313,745,48041,22,70,TRUE,"Excellent","Mid (11-25 yrs)",0.868530001988683,"High (≥40%)",TRUE
"Lauren Carr DDS","Port Kelly",82227,678,36971,3,55,FALSE,"Good","Entry (0-10 yrs)",0.449621170661705,"High (≥40%)",FALSE
"Justin Irwin","Port Juliantown",73025,540,29292,37,35,FALSE,"Poor","Senior (26+ yrs)",0.401122903115371,"High (≥40%)",FALSE
"Evan Reyes","Grahamborough",66517,477,32121,8,30,FALSE,"Poor","Entry (0-10 yrs)",0.482899108498579,"High (≥40%)",FALSE
"James Middleton","Mooreberg",143292,437,1760,4,50,FALSE,"Poor","Entry (0-10 yrs)",0.0122826117298942,"Low (<20%)",FALSE
"Brianna Dyer","Proctorberg",39099,386,9992,26,30,FALSE,"Poor","Senior (26+ yrs)",0.255556408092279,"Moderate (20-40%)",FALSE
"Stephanie Dominguez","Hansonmouth",131361,821,28795,35,95,TRUE,"Excellent","Senior (26+ yrs)",0.219205091313251,"Moderate (20-40%)",FALSE
"Janice Perez","Jacobsshire",66585,810,48901,15,75,TRUE,"Excellent","Mid (11-25 yrs)",0.734414657955996,"High (≥40%)",TRUE
"Debra House","Arthurton",76025,794,47195,23,75,TRUE,"Excellent","Mid (11-25 yrs)",0.620782637290365,"High (≥40%)",TRUE
"John Vaughn","Lake Jessica",114080,586,31470,33,65,TRUE,"Fair","Senior (26+ yrs)",0.27585904628331,"Moderate (20-40%)",FALSE
"Steve Davis","Mccoyland",96768,619,41176,3,45,FALSE,"Fair","Entry (0-10 yrs)",0.425512566137566,"High (≥40%)",TRUE
"Kimberly Smith","Huntfort",82386,639,28591,22,60,TRUE,"Fair","Mid (11-25 yrs)",0.347037117956934,"Moderate (20-40%)",FALSE
"Thomas Curry","Bryanfort",119065,473,38542,3,40,FALSE,"Poor","Entry (0-10 yrs)",0.323705538991307,"Moderate (20-40%)",FALSE
"Dorothy Mclaughlin","West Toddberg",140580,817,6037,17,100,TRUE,"Excellent","Mid (11-25 yrs)",0.0429435197040831,"Low (<20%)",FALSE
"Luis Hill","Alexisville",100282,478,39782,9,45,FALSE,"Poor","Entry (0-10 yrs)",0.396701302327437,"Moderate (20-40%)",FALSE
"Jacqueline Thompson","South Henry",73404,840,3168,21,90,TRUE,"Excellent","Mid (11-25 yrs)",0.0431584109857773,"Low (<20%)",FALSE
"Dr. Linda Underwood","Mullinschester",33617,692,16594,28,50,FALSE,"Good","Senior (26+ yrs)",0.493619299759051,"High (≥40%)",FALSE
"Carol Lane","Brianview",45118,418,4442,10,40,FALSE,"Poor","Entry (0-10 yrs)",0.0984529456092912,"Low (<20%)",FALSE
"John Alvarez","South Frances",144955,699,32102,16,80,TRUE,"Good","Mid (11-25 yrs)",0.22146183298265,"Moderate (20-40%)",FALSE
"Seth Smith","Reyesmouth",64237,842,45752,2,65,TRUE,"Excellent","Entry (0-10 yrs)",0.712237495524386,"High (≥40%)",TRUE
"Joseph Gomez","Bishopview",53405,643,18716,17,55,FALSE,"Fair","Mid (11-25 yrs)",0.350454077333583,"Moderate (20-40%)",FALSE
"Dawn Silva","Mejiabury",106099,499,35075,21,50,FALSE,"Poor","Mid (11-25 yrs)",0.330587470192933,"Moderate (20-40%)",FALSE
"Wendy Edwards","Lake Alanland",64795,312,27951,6,30,FALSE,"Poor","Entry (0-10 yrs)",0.431375877768346,"High (≥40%)",FALSE
"Melissa Bell","Johnathanton",35014,324,41592,5,20,FALSE,"Poor","Entry (0-10 yrs)",1.18786771005883,"High (≥40%)",TRUE
"Kristopher Shannon","New Danielle",44208,422,6661,38,35,FALSE,"Poor","Senior (26+ yrs)",0.150674086138256,"Low (<20%)",FALSE
"Matthew Yoder","North Heather",108193,559,20304,29,55,FALSE,"Poor","Senior (26+ yrs)",0.187664636344311,"Low (<20%)",FALSE
"Angela Chavez","Kaylamouth",86959,563,11614,4,40,FALSE,"Poor","Entry (0-10 yrs)",0.133557193619982,"Low (<20%)",FALSE
"Antonio Price","West Stephanieview",75309,482,29873,4,35,FALSE,"Poor","Entry (0-10 yrs)",0.396672376475587,"Moderate (20-40%)",FALSE
"Timothy Bishop Jr.","Rodriguezside",125491,741,15312,39,90,TRUE,"Excellent","Senior (26+ yrs)",0.122016718330398,"Low (<20%)",FALSE
"Susan Baldwin","North Charlesshire",133078,556,30221,1,40,FALSE,"Poor","Entry (0-10 yrs)",0.22709238191136,"Moderate (20-40%)",FALSE
"Brittany Bowman","Lake Peterberg",71114,637,26646,36,55,FALSE,"Fair","Senior (26+ yrs)",0.374694153050032,"Moderate (20-40%)",FALSE
"Michael Wise","Grahamland",87199,531,1216,24,55,FALSE,"Poor","Mid (11-25 yrs)",0.013945114049473,"Low (<20%)",FALSE
"Sabrina Olson","Mathewport",109457,710,4617,40,85,TRUE,"Good","Senior (26+ yrs)",0.0421809477694437,"Low (<20%)",FALSE
"Maria Diaz DVM","Christophermouth",97033,596,43453,12,55,FALSE,"Fair","Mid (11-25 yrs)",0.447816722146074,"High (≥40%)",TRUE
"Andrew Cruz","West Heather",45157,409,42328,22,25,FALSE,"Poor","Mid (11-25 yrs)",0.937351905573887,"High (≥40%)",TRUE
"Dr. Jeffrey Lopez","East Anthonyshire",80488,544,33062,24,40,FALSE,"Poor","Mid (11-25 yrs)",0.410769307225922,"High (≥40%)",FALSE
"Joshua Parker","Levytown",147899,337,23235,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.15710045368799,"Low (<20%)",FALSE
"Nathan Sullivan","Port Desiree",105574,835,31039,34,90,TRUE,"Excellent","Senior (26+ yrs)",0.2940023111751,"Moderate (20-40%)",FALSE
"Kerry Buckley","Lake Donaldtown",54914,782,41525,2,60,TRUE,"Excellent","Entry (0-10 yrs)",0.756182394289252,"High (≥40%)",TRUE
"Matthew Smith","West Loriville",63386,767,41057,10,70,TRUE,"Excellent","Entry (0-10 yrs)",0.647729782601836,"High (≥40%)",TRUE
"Amy Roth","South Brookebury",35817,364,14280,27,30,FALSE,"Poor","Senior (26+ yrs)",0.398693357902672,"Moderate (20-40%)",FALSE
"Russell Rojas","Nguyenshire",122901,440,22075,13,55,FALSE,"Poor","Mid (11-25 yrs)",0.179616113782638,"Low (<20%)",FALSE
"Leslie Rogers","West Donaldchester",87154,472,46632,23,40,FALSE,"Poor","Mid (11-25 yrs)",0.535052894875737,"High (≥40%)",TRUE
"Jessica Frost","East Craigfurt",30221,461,2024,31,40,FALSE,"Poor","Senior (26+ yrs)",0.0669732967142053,"Low (<20%)",FALSE
"Adam Howe","Robertfort",98146,429,14510,9,45,FALSE,"Poor","Entry (0-10 yrs)",0.147840971613718,"Low (<20%)",FALSE
"Kelly Jenkins","New Heather",135710,484,48002,31,50,FALSE,"Poor","Senior (26+ yrs)",0.353710117161595,"Moderate (20-40%)",TRUE
"Anita Serrano","Michaeltown",100575,541,13576,7,50,FALSE,"Poor","Entry (0-10 yrs)",0.134983842903306,"Low (<20%)",FALSE
"Dr. Lisa Huffman","South Kaylee",120027,513,19115,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.159255834103993,"Low (<20%)",FALSE
"Robert Jennings","Jimenezburgh",124297,344,4540,23,60,TRUE,"Poor","Mid (11-25 yrs)",0.0365254189562097,"Low (<20%)",FALSE
"Jeffrey Cook","Williamston",127248,850,12526,10,100,TRUE,"Excellent","Entry (0-10 yrs)",0.0984376964667421,"Low (<20%)",FALSE
"Karina Wilson","Lake Sean",126605,633,28463,12,70,TRUE,"Fair","Mid (11-25 yrs)",0.224817345286521,"Moderate (20-40%)",FALSE
"Stephanie Hall","West Jeremybury",117900,722,14104,24,80,TRUE,"Good","Mid (11-25 yrs)",0.119626802374894,"Low (<20%)",FALSE
"Angel Richards","South Dustinmouth",55825,482,26384,23,35,FALSE,"Poor","Mid (11-25 yrs)",0.472619793999104,"High (≥40%)",FALSE
"Nathan Chen","Jamesberg",77739,332,46364,36,40,FALSE,"Poor","Senior (26+ yrs)",0.596405922381302,"High (≥40%)",TRUE
"Chad York","Barnesmouth",86531,525,20343,38,50,FALSE,"Poor","Senior (26+ yrs)",0.235094937074574,"Moderate (20-40%)",FALSE
"Robert Cisneros","New Tara",39171,535,6667,26,35,FALSE,"Poor","Senior (26+ yrs)",0.17020244568686,"Low (<20%)",FALSE
"Katherine Forbes","Hoodview",117062,314,48842,27,45,FALSE,"Poor","Senior (26+ yrs)",0.417231894209906,"High (≥40%)",TRUE
"Danielle Murphy","New Sophia",73279,305,28379,2,30,FALSE,"Poor","Entry (0-10 yrs)",0.387273297943476,"Moderate (20-40%)",FALSE
"John Mack","South Amandafort",111678,400,30651,31,50,FALSE,"Poor","Senior (26+ yrs)",0.274458711653146,"Moderate (20-40%)",FALSE
"Justin Smith","Dodsonberg",71145,667,20384,15,55,FALSE,"Fair","Mid (11-25 yrs)",0.286513458429967,"Moderate (20-40%)",FALSE
"Ann Castillo","Evanmouth",116951,324,30808,29,50,FALSE,"Poor","Senior (26+ yrs)",0.263426563261537,"Moderate (20-40%)",FALSE
"Shelly Sullivan","Courtneytown",141151,372,26223,21,55,FALSE,"Poor","Mid (11-25 yrs)",0.185779767766435,"Low (<20%)",FALSE
"Elizabeth Mullins","Port Gail",46334,643,49218,3,30,FALSE,"Fair","Entry (0-10 yrs)",1.06224370872362,"High (≥40%)",TRUE
"Susan Cox","North Patrickmouth",124339,341,24958,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.200725436106129,"Moderate (20-40%)",FALSE
"Justin Jones","East Tina",147970,544,36365,7,50,FALSE,"Poor","Entry (0-10 yrs)",0.245759275528823,"Moderate (20-40%)",FALSE
"Nancy Goodwin","Port Julie",69363,530,22001,22,40,FALSE,"Poor","Mid (11-25 yrs)",0.31718639620547,"Moderate (20-40%)",FALSE
"Kathy Henderson","North Nathanmouth",96469,797,33863,33,80,TRUE,"Excellent","Senior (26+ yrs)",0.351024681503903,"Moderate (20-40%)",FALSE
"Julie Patel","Shannonstad",70538,367,13343,29,45,FALSE,"Poor","Senior (26+ yrs)",0.189160452522045,"Low (<20%)",FALSE
"James White","North Fredville",117410,451,33527,9,45,FALSE,"Poor","Entry (0-10 yrs)",0.285554893109616,"Moderate (20-40%)",FALSE
"Kelly Burton","Robertside",83528,435,32057,22,45,FALSE,"Poor","Mid (11-25 yrs)",0.383787472464323,"Moderate (20-40%)",FALSE
"Oscar Smith","North Andrew",72753,537,35053,21,35,FALSE,"Poor","Mid (11-25 yrs)",0.481808310310228,"High (≥40%)",FALSE
"Grant Lucas","Toddhaven",82743,755,31015,19,80,TRUE,"Excellent","Mid (11-25 yrs)",0.374835333502532,"Moderate (20-40%)",FALSE
"Stephanie Parker","Jeremystad",121384,595,4101,9,70,TRUE,"Fair","Entry (0-10 yrs)",0.0337853423844988,"Low (<20%)",FALSE
"Jesus Jackson","Lake Amanda",68752,486,12492,9,40,FALSE,"Poor","Entry (0-10 yrs)",0.18169653246451,"Low (<20%)",FALSE
"Bruce Chaney","South Jorge",102667,488,14445,35,55,FALSE,"Poor","Senior (26+ yrs)",0.140697595137678,"Low (<20%)",FALSE
"Mary Spence","West Shane",46683,466,35972,19,25,FALSE,"Poor","Mid (11-25 yrs)",0.770558875822034,"High (≥40%)",FALSE
"Alexander Velazquez","South Sarah",55144,459,1281,34,50,FALSE,"Poor","Senior (26+ yrs)",0.0232300884955752,"Low (<20%)",FALSE
"Erin Thornton","Kempshire",85108,450,38043,28,40,FALSE,"Poor","Senior (26+ yrs)",0.446996757061616,"High (≥40%)",FALSE
"Michael Wilson","South Christinabury",117153,756,24422,5,85,TRUE,"Excellent","Entry (0-10 yrs)",0.208462438008416,"Moderate (20-40%)",FALSE
"Lee Lee","Port Shari",79695,584,13826,1,50,FALSE,"Fair","Entry (0-10 yrs)",0.173486416964678,"Low (<20%)",FALSE
"Samuel Rhodes","New Prestonfort",118777,625,40529,38,65,TRUE,"Fair","Senior (26+ yrs)",0.34121925962097,"Moderate (20-40%)",TRUE
"Amy Estrada","Hernandezchester",128059,678,26304,23,80,TRUE,"Good","Mid (11-25 yrs)",0.205405320984859,"Moderate (20-40%)",FALSE
"Gregory Parker","Sawyerland",148332,520,48700,28,50,FALSE,"Poor","Senior (26+ yrs)",0.328317557910633,"Moderate (20-40%)",TRUE
"Jennifer Ramos","Port Jessica",52810,734,48749,26,60,TRUE,"Good","Senior (26+ yrs)",0.923101685286878,"High (≥40%)",TRUE
"Kevin Miller","West Thomas",110676,837,22981,4,85,TRUE,"Excellent","Entry (0-10 yrs)",0.207642126567639,"Moderate (20-40%)",FALSE
"Leslie Bennett","South Danielleview",104593,724,12461,35,80,TRUE,"Good","Senior (26+ yrs)",0.119137992026235,"Low (<20%)",FALSE
"Keith Melendez","East Marisa",69446,596,37298,31,50,FALSE,"Fair","Senior (26+ yrs)",0.537079169426605,"High (≥40%)",FALSE
"Ronald Davenport","Troymouth",83225,529,2758,0,40,FALSE,"Poor","Entry (0-10 yrs)",0.0331390808050466,"Low (<20%)",FALSE
"Eric Davidson","Martinezport",101819,727,12755,31,80,TRUE,"Good","Senior (26+ yrs)",0.125271314784078,"Low (<20%)",FALSE
"Maria Johnson","Trevorland",139278,670,39080,30,75,TRUE,"Good","Senior (26+ yrs)",0.280589899338015,"Moderate (20-40%)",FALSE
"Sheena Burton","Mccannville",30053,682,34588,36,50,FALSE,"Good","Senior (26+ yrs)",1.15090007653146,"High (≥40%)",FALSE
"David Perkins","West Steven",69829,438,24421,10,40,FALSE,"Poor","Entry (0-10 yrs)",0.349725758638961,"Moderate (20-40%)",FALSE
"Isaac Fields","Brandonport",67606,842,42873,4,65,TRUE,"Excellent","Entry (0-10 yrs)",0.634159689968346,"High (≥40%)",TRUE
"Pamela White","New Karenside",57549,630,21723,19,55,FALSE,"Fair","Mid (11-25 yrs)",0.377469634572278,"Moderate (20-40%)",FALSE
"Michael Cox","Madelinetown",86346,440,34958,18,40,FALSE,"Poor","Mid (11-25 yrs)",0.404859518680657,"High (≥40%)",FALSE
"John Peterson","North Jeffery",132990,815,15490,12,95,TRUE,"Excellent","Mid (11-25 yrs)",0.116474922926536,"Low (<20%)",FALSE
"Kristin Norris","South Stevenland",106019,419,9600,1,45,FALSE,"Poor","Entry (0-10 yrs)",0.0905498071100463,"Low (<20%)",FALSE
"Eric Cox","Prestonhaven",109516,650,12285,19,70,TRUE,"Fair","Mid (11-25 yrs)",0.112175389897367,"Low (<20%)",FALSE
"Robert Walker","Lake Jeremy",115813,428,14752,8,50,FALSE,"Poor","Entry (0-10 yrs)",0.127377755519674,"Low (<20%)",FALSE
"Mrs. Pamela Rodriguez","Port Toddchester",72237,343,13868,6,40,FALSE,"Poor","Entry (0-10 yrs)",0.19197917964478,"Low (<20%)",FALSE
"Matthew Watkins","Wilsonview",90946,344,5341,19,55,FALSE,"Poor","Mid (11-25 yrs)",0.0587271567743496,"Low (<20%)",FALSE
"Nicole Patton","New Rachel",87905,489,44948,22,40,FALSE,"Poor","Mid (11-25 yrs)",0.511324725555998,"High (≥40%)",TRUE
"Charles Francis","Stacystad",87954,660,11522,32,65,TRUE,"Fair","Senior (26+ yrs)",0.131000295609068,"Low (<20%)",FALSE
"Lisa Wagner","North Loritown",118555,841,15221,12,95,TRUE,"Excellent","Mid (11-25 yrs)",0.128387668170891,"Low (<20%)",FALSE
"Carolyn Webster","Lake Coreyborough",58010,816,47383,30,75,TRUE,"Excellent","Senior (26+ yrs)",0.816807446991898,"High (≥40%)",TRUE
"Kevin Gonzales","East Maryfurt",97000,734,15042,32,75,TRUE,"Good","Senior (26+ yrs)",0.155072164948454,"Low (<20%)",FALSE
"Brian Rollins","South Danielberg",92021,807,24674,18,85,TRUE,"Excellent","Mid (11-25 yrs)",0.26813444757175,"Moderate (20-40%)",FALSE
"Amanda Murphy","South Justinport",134036,754,15802,35,90,TRUE,"Excellent","Senior (26+ yrs)",0.117893700199946,"Low (<20%)",FALSE
"William Patterson","Port Leahstad",148119,483,1837,31,60,TRUE,"Poor","Senior (26+ yrs)",0.0124021901309083,"Low (<20%)",FALSE
"Jennifer Mills","North Douglasfurt",134336,404,49590,10,50,FALSE,"Poor","Entry (0-10 yrs)",0.369148999523583,"Moderate (20-40%)",TRUE
